ID,Movie,Year,Rating,Watched,Cinema,Vote Average,Vote Count,Runtime,Genres,Budget,Revenue,Overview
359940,Three Billboards Outside Ebbing Missouri,2017,4,2018-03-17,False,4.05,6946,115,Crime|Drama,15000000,158526998,"After seven months have passed without a culprit in her daughter's murder case, Mildred Hayes makes a bold move, painting three signs leading into her town with a controversial message directed at Bill Willoughby, the town's revered chief of police. When his second-in-command Officer Jason Dixon, an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated."
354912,Coco,2017,4,2018-03-21,False,4.1,11914,105,Animation|Family|Comedy|Adventure|Fantasy,175000000,800526015,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history."
300668,Annihilation,2018,3,2018-03-25,False,3.15,5808,115,SciFi|Horror,40000000,43070915,"A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply."
333339,Ready Player One,2018,3,2018-03-29,True,3.8,9876,140,Adventure|SciFi,175000000,582890172,"When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune."
447332,A Quiet Place,2018,4,2018-04-02,True,3.65,8561,91,Horror|Drama|SciFi,17000000,340677200,A family is forced to live in silence while hiding from creatures that hunt by sound.
91586,Insidious: Chapter 2,2013,3,2018-04-06,False,3.3,2794,106,Horror|Thriller,5000000,0,The haunted Lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world.
280092,Insidious: Chapter 3,2015,3,2018-04-10,False,3.15,2299,97,Drama|Horror|Thriller,10000000,104303851,"A twisted new tale of terror begins for a teenage girl and her family, and revealing more mysteries of the otherworldly realm, 'The Further'."
862,Toy Story,1995,5,2018-04-14,False,3.95,12784,81,Animation|Comedy|Family,30000000,373554033,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences."
9487,A Bug's Life,1998,4,2018-04-18,False,3.45,6321,95,Adventure|Animation|Comedy|Family,120000000,363258859,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper."
299536,Avengers: Infinity War,2018,4,2018-04-22,True,4.15,19334,149,Adventure|Action|SciFi,300000000,2046239637,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain."
863,Toy Story 2,1999,3,2018-04-26,False,3.75,9608,92,Animation|Comedy|Family,90000000,497366869,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong."
585,Monsters Inc,2001,4,2018-04-30,False,3.9,13070,92,Animation|Comedy|Family,115000000,562816256,"James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world."
371638,The Disaster Artist,2017,4,2018-05-15,False,3.6,2475,104,Comedy|Drama,10000000,29820616,"An aspiring actor in Hollywood meets an enigmatic stranger by the name of Tommy Wiseau, the meeting leads the actor down a path nobody could have predicted; creating the worst movie ever made."
353486,Jumanji: Welcome to the Jungle,2017,3,2018-06-01,False,3.4,9651,119,Action|Adventure|Comedy|Fantasy,90000000,962102237,"The tables are turned as four teenagers are sucked into Jumanji's world - pitted against rhinos, black mambas and an endless variety of jungle traps and puzzles. To survive, they'll play as characters from the game."
383498,Deadpool 2,2018,3,2018-06-03,True,3.75,11906,119,Action|Comedy|Adventure,110000000,741547413,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.
343668,Kingsman: The Golden Circle,2017,3,2018-07-05,False,3.5,6943,141,Action|Adventure|Comedy,104000000,410902662,"When an attack on the Kingsman headquarters takes place and a new villain rises, Eggsy and Merlin are forced to work together with the American agency known as the Statesman to save the world."
425972,Cargo,2017,3,2018-06-08,False,3.15,1044,105,Drama|Thriller|Adventure|Horror,0,56385,"After being infected in the wake of a violent pandemic and with only 48 hours to live, a father struggles to find a new home for his baby daughter."
49047,Gravity,2013,5,2018-06-08,False,3.6,11539,91,SciFi|Thriller|Drama,105000000,723192705,"Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space."
401981,Red Sparrow,2018,3,2018-06-09,False,3.25,4284,140,Mystery|Thriller,69000000,151572634,"Prima ballerina, Dominika Egorova faces a bleak and uncertain future after she suffers an injury that ends her career. She soon turns to Sparrow School, a secret intelligence service that trains exceptional young people to use their minds and bodies as weapons. Dominika emerges as the most dangerous Sparrow after completing the sadistic training process. As she comes to terms with her new abilities, she meets a CIA agent who tries to convince her that he is the only person she can trust."
260513,Incredibles 2,2018,5,2018-06-28,True,3.8,8953,118,Action|Adventure|Animation|Family,200000000,1242805359,"Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children."
334533,Captain Fantastic,2016,4,2018-07-01,False,4.0,4453,119,Adventure|Comedy|Drama,5000000,5879736,A father living in the forests of the Pacific Northwest with his six young kids tries to assimilate back into society.
363088,Ant-Man and the Wasp,2018,3,2018-07-05,True,3.5,8756,119,Action|Adventure|SciFi|Comedy,140000000,622674139,"Just when his time under house arrest is about to end, Scott Lang once again puts his freedom at risk to help Hope van Dyne and Dr. Hank Pym dive into the quantum realm and try to accomplish, against time and any chance of success, a very dangerous rescue mission."
338970,Tomb Raider,2018,3,2018-07-07,False,3.15,5528,118,Action|Adventure|Fantasy,94000000,274650803,"Lara Croft, the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she finds herself on the island where her father disappeared."
476299,Ghostland,2018,3,2018-07-07,False,3.65,1404,91,Horror|Mystery|Thriller,0,0,"A mother of two inherits a home from her aunt. On the first night in the new home she is confronted with murderous intruders and fights for her daughters’ lives. Sixteen years later the daughters reunite at the house, and that is when things get strange . . ."
345,Eyes Wide Shut,1999,4,2018-07-08,False,3.7,3594,159,Mystery|Drama|Thriller,65000000,162091208,"After Dr. Bill Harford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head."
56292,Mission: Impossible – Ghost Protocol,2011,3,2018-07-28,False,3.5,7140,133,Action|Thriller|Adventure,145000000,694713380,"Ethan Hunt and his team are racing against time to track down a dangerous terrorist named Hendricks, who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster."
353081,Mission: Impossible - Fallout,2018,3,2018-08-03,True,3.7,5241,147,Action|Adventure,178000000,791017452,"When an IMF mission ends badly, the world is faced with dire consequences. As Ethan Hunt takes it upon himself to fulfill his original briefing, the CIA begin to question his loyalty and his motives. The IMF team find themselves in a race against time, hunted by assassins while trying to prevent a global catastrophe."
281,Strange Days,1995,3,2018-08-25,False,3.5,746,145,Crime|Drama|SciFi|Thriller,42000000,7959291,"Set in the year 1999 during the last days of the old millennium, the movie tells the story of Lenny Nero, an ex-cop who now deals with data-discs containing recorded memories and emotions. One day he receives a disc which contains the memories of a murderer killing a prostitute. Lenny investigates and is pulled deeper and deeper in a whirl of blackmail, murder and rape. Will he survive and solve the case?"
493922,Hereditary,2018,4,2018-08-25,False,3.55,4188,127,Horror|Mystery|Thriller,10000000,79336821,"When Ellen, the matriarch of the Graham family, passes away, her daughter’s family begins to unravel cryptic and increasingly terrifying secrets about their ancestry."
500664,Upgrade,2018,3,2018-08-26,False,3.75,2278,100,Action|Thriller|SciFi|Horror,5000000,16593554,"A brutal mugging leaves Grey Trace paralyzed in the hospital and his beloved wife dead. A billionaire inventor soon offers Trace a cure — an artificial intelligence implant called STEM that will enhance his body. Now able to walk, Grey finds that he also has superhuman strength and agility — skills he uses to seek revenge against the thugs who destroyed his life."
393519,Raw,2016,3,2018-09-01,False,3.55,1959,99,Drama|Horror|Mystery,3500000,4100000,"In Justine’s family everyone is a vet and a vegetarian. At 16, she’s a gifted teen ready to take on her first year in vet school, where her older sister also studies. There, she gets no time to settle: hazing starts right away. Justine is forced to eat raw meat for the first time in her life. Unexpected consequences emerge as her true self begins to form."
6114,Dracula,1992,4,2018-09-02,False,3.7,3015,128,Romance|Horror,40000000,215862692,"When Dracula leaves the captive Jonathan Harker and Transylvania for London in search of Mina Harker, the reincarnation of Dracula's long-dead wife Elisabeta, obsessed vampire hunter Dr. Van Helsing sets out to end the madness."
162,Edward Scissorhands,1991,4,2018-09-07,False,3.85,9092,105,Fantasy|Drama|Romance,20000000,53000000,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.
439079,The Nun,2018,3,2018-09-08,True,2.9,4058,96,Horror|Mystery|Thriller,22000000,365550119,"When a young nun at a cloistered abbey in Romania takes her own life, a priest with a haunted past and a novitiate on the threshold of her final vows are sent by the Vatican to investigate. Together they uncover the order’s unholy secret. Risking not only their lives but their faith and their very souls, they confront a malevolent force in the form of the same demonic nun that first terrorized audiences in “The Conjuring 2” as the abbey becomes a horrific battleground between the living and the damned."
259693,The Conjuring 2,2016,5,2018-09-08,False,3.6,5230,134,Horror|Mystery|Thriller,40000000,320392818,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.
489999,Searching,2018,4,2018-09-28,True,3.8,2317,103,Thriller|Mystery|Drama,1000000,66265218,"After David Kim's 16-year-old daughter goes missing, a local investigation is opened and a detective is assigned to the case. But 37 hours later and without a single lead, David decides to search the one place no one has looked yet, where all secrets are kept today: his daughter's laptop."
335983,Venom,2018,3,2018-10-10,True,3.35,9230,112,SciFi|Action,116000000,855013954,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own."
318256,Hot Girls Wanted,2015,3,2018-10-10,False,3.0,375,84,Documentary,0,0,A first-ever look at the realities of the professional “amateur” porn world and the steady stream of 18-to-19-year old girls entering into it.
22538,Scott Pilgrim vs. the World,2010,4,2018-10-25,False,3.7,4970,112,Action|Comedy|Romance|Music|Fantasy,60000000,47664559,"Scott Pilgrim is a 22 year old radical Canadian wannabe rockstar who falls in love with an American delivery girl, Ramona Flowers, and must defeat her seven evil exes to be able to date her."
351286,Jurassic World: Fallen Kingdom,2018,3,2018-10-28,False,3.25,7953,129,Action|Adventure|SciFi,170000000,1303459585,"Three years after the demise of Jurassic World, a volcanic eruption threatens the remaining dinosaurs on the isla Nublar, so Claire Dearing, the former park manager, recruits Owen Grady to help prevent the extinction of the dinosaurs once again."
345887,The Equalizer 2,2018,3,2018-10-31,False,3.25,2928,122,Thriller|Action|Crime,62000000,102084362,"Robert McCall, who serves an unflinching justice for the exploited and oppressed, embarks on a relentless, globe-trotting quest for vengeance when a long-time girl friend is murdered."
418680,Goodbye Christopher Robin,2017,3,2018-11-01,False,3.55,540,107,Family|History,0,7299662,The behind the scenes story of the life of A.A. Milne and the creation of the Winnie the Pooh stories inspired by his son Christopher Robin.
948,Halloween,1978,3,2018-11-04,True,3.8,3081,91,Horror|Thriller,325000,0,"On a black and unholy Halloween night years ago, little Michael Myers brutally slaughtered his sister in cold bold. But for the last fifteen years, town residents have rested easy, knowing that he was safely locked away in a mental hospital – until tonight. Tonight, Michael returns to the same quiet neighbourhood to relive his grisly murder again…and again…and again. For this is a night of evil. Tonight is Halloween!"
338952,Fantastic Beasts: The Crimes of Grindelwald,2018,3,2018-12-07,True,3.45,7113,134,Adventure|Fantasy|Family,200000000,653355901,"Gellert Grindelwald has escaped imprisonment and has begun gathering followers to his cause—elevating wizards above all non-magical beings. The only one capable of putting a stop to him is the wizard he once called his closest friend, Albus Dumbledore. However, Dumbledore will need to seek help from the wizard who had thwarted Grindelwald once before, his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world."
297802,Aquaman,2018,4,2018-12-09,True,3.45,9108,144,Action|Adventure|Fantasy,160000000,1148461807,"Once home to the most advanced civilization on Earth, Atlantis is now an underwater kingdom ruled by the power-hungry King Orm. With a vast army at his disposal, Orm plans to conquer the remaining oceanic people and then the surface world. Standing in his way is Arthur Curry, Orm's half-human, half-Atlantean brother and true heir to the throne."
405774,Bird Box,2018,4,2018-12-23,False,3.45,6784,124,Thriller|Drama|SciFi,19800000,0,"Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety."
339877,Loving Vincent,2017,4,2019-01-11,False,4.1,1617,95,Animation|Drama|Mystery,5500000,42187665,"The film brings the paintings of Vincent van Gogh to life to tell his remarkable story. Every one of the 65,000 frames of the film is an oil-painting hand-painted by 125 professional oil-painters who travelled from all across the world to the Loving Vincent studios in Poland and Greece to be a part of the production. As remarkable as Vincent’s brilliant paintings are his passionate and ill-fated life and mysterious death."
424694,Bohemian Rhapsody,2018,3,2019-02-20,False,4.0,11713,135,Drama|Music,52000000,894027543,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess."
299537,Captain Marvel,2019,3,2019-03-16,True,3.5,9890,124,Action|Adventure|SciFi,152000000,1128274794,"The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe."
490132,Green Book,2018,4,2019-03-10,False,4.15,6718,130,Drama|Comedy,23000000,319700000,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book."
480530,Creed II,2018,4,2019-03-24,False,3.45,3272,130,Drama,50000000,214215889,"Between personal obligations and training for his next big fight against an opponent with ties to his family's past, Adonis Creed is up against the challenge of his life."
287947,Shazam,2019,4,2019-04-07,True,3.5,5406,132,Action|Comedy|Fantasy,80000000,363533271,A boy is given the ability to become an adult superhero in times of need with a single magic word.
299534,Avengers: Endgame,2019,4,2019-04-21,False,4.15,14617,181,Adventure|SciFi|Action,356000000,2797800564,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store."
450465,Glass,2019,3,2019-04-28,False,3.3,5449,129,Thriller|Drama|SciFi,20000000,246941965,"In a series of escalating encounters, former security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities. Meanwhile, the shadowy presence of Elijah Price emerges as an orchestrator who holds secrets critical to both men."
487558,BlacKKKlansman,2018,4,2019-06-12,False,3.8,4935,135,Crime|Drama|History|Comedy,15000000,48686605,"Colorado Springs, late 1970s. Ron Stallworth, an African American police officer, and Flip Zimmerman, his Jewish colleague, run an undercover operation to infiltrate the Ku Klux Klan."
458723,Us,2019,4,2019-06-25,False,3.5,4243,116,Thriller|Horror|Mystery,20000000,255105930,"Husband and wife Gabe and Adelaide Wilson take their kids to their beach house expecting to unplug and unwind with friends. But as night descends, their serenity turns to tension and chaos when some shocking visitors arrive uninvited."
474350,It Chapter Two,2019,3,2019-09-07,True,3.45,4647,169,Horror|Fantasy,79000000,473093228,"27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call."
310307,The Founder,2017,3,2019-09-18,False,3.55,3025,115,Drama|History,25000000,24121245,"The true story of how Ray Kroc, a salesman from Illinois, met Mac and Dick McDonald, who were running a burger operation in 1950s Southern California. Kroc was impressed by the brothers’ speedy system of making the food and saw franchise potential. He maneuvered himself into a position to be able to pull the company from the brothers and create a billion-dollar empire."
475557,Joker,2019,5,2019-10-01,True,4.1,14328,122,Crime|Thriller|Drama,55000000,1074251311,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure."
559969,El Camino,2019,4,2019-10-04,False,3.45,2697,123,Crime|Drama|Thriller|Action,6000000,0,"In the wake of his dramatic escape from captivity, Jesse Pinkman must come to terms with his past in order to forge some kind of future."
568091,Fractured,2019,3,2019-10-16,False,3.3,1199,100,Thriller,0,0,"Driving cross-country, Ray and his wife and daughter stop at a highway rest area where his daughter falls and breaks her arm. After a frantic rush to the hospital and a clash with the check-in nurse, Ray is finally able to get her to a doctor. While the wife and daughter go downstairs for an MRI, Ray, exhausted, passes out in a chair in the lobby. Upon waking up, they have no record or knowledge of Ray's family ever being checked in."
396422,Annabelle: Creation,2017,4,2019-11-01,False,3.25,3925,109,Horror|Mystery|Thriller,15000000,306515884,"Several years after the tragic death of their little girl, a doll maker and his wife welcome a nun and several girls from a shuttered orphanage into their home, soon becoming the target of the doll maker's possessed creation—Annabelle."
398978,The Irishman,2019,3,2019-12-05,False,3.85,3853,209,Crime|Drama|History,159000000,8000000,"Pennsylvania, 1956. Frank Sheeran, a war veteran of Irish origin who works as a truck driver, accidentally meets mobster Russell Bufalino. Once Frank becomes his trusted man, Bufalino sends him to Chicago with the task of helping Jimmy Hoffa, a powerful union leader related to organized crime, with whom Frank will maintain a close friendship for nearly twenty years."
181812,Star Wars: The Rise of Skywalker,2019,3,2019-12-26,True,3.3,5447,142,Action|Adventure|SciFi,250000000,1074144248,"The surviving Resistance faces the First Order once again as the journey of Rey, Finn and Poe Dameron continues. With the power and knowledge of generations behind them, the final battle begins."
496243,Parasite,2019,4,2020-01-01,False,4.25,8809,133,Comedy|Thriller|Drama,11363000,245924070,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident."
546554,Knives Out,2019,5,2020-01-03,False,3.9,5226,131,Mystery|Thriller|Comedy|Drama|Crime,40000000,309232797,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death."
503919,The Lighthouse,2019,3,2020-01-04,False,3.8,1820,109,Drama|Fantasy|Thriller|Horror,4000000,17964238,Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.
466272,Once Upon a Time in Hollywood,2019,5,2020-01-21,False,3.75,7074,162,Comedy|Drama|Thriller,95000000,374251247,"Los Angeles, 1969. TV star Rick Dalton, a struggling actor specializing in westerns, and stuntman Cliff Booth, his best friend, try to survive in a constantly changing movie industry. Dalton is the neighbor of the young and promising actress and model Sharon Tate, who has just married the prestigious Polish director Roman Polanski…"
515001,Jojo Rabbit,2019,4,2020-02-01,False,4.05,4465,108,Comedy|War|Drama,14000000,82468705,"A World War II satire that follows a lonely German boy whose world view is turned upside down when he discovers his single mother is hiding a young Jewish girl in their attic. Aided only by his idiotic imaginary friend, Adolf Hitler, Jojo must confront his blind nationalism."
157433,Pet Sematary,2019,3,2020-01-21,False,2.85,2089,101,Thriller|Horror,21000000,112399944,"Dr. Louis Creed and his wife, Rachel, move from Boston to Ludlow, in rural Maine, with their two young children. Hidden in the woods near the new family home, Ellie, their eldest daughter, discovers a mysterious cemetery where the pets of community members are buried."
530915,1917,2019,4,2020-01-31,True,4.0,6129,119,War|Drama|Action|History,100000000,374733942,"At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers."
473033,Uncut Gems,2019,5,2020-02-13,False,3.55,2218,136,Crime|Thriller|Drama|Comedy,19000000,50020902,"A charismatic New York City jeweler always on the lookout for the next big score makes a series of high-stakes bets that could lead to the windfall of a lifetime. Howard must perform a precarious high-wire act, balancing business, family, and encroaching adversaries on all sides in his relentless pursuit of the ultimate win."
64682,The Great Gatsby,2013,3,2020-02-25,False,3.7,8840,143,Drama|Romance,105000000,351040419,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await."
68722,The Master,2012,3,2020-02-27,False,3.6,1850,137,Drama,32000000,28258060,"Freddie, a volatile, heavy-drinking veteran who suffers from post-traumatic stress disorder, finds some semblance of a family when he stumbles onto the ship of Lancaster Dodd, the charismatic leader of a new ""religion"" he forms after World War II."
265195,Relatos salvajes,2014,3,2020-03-02,False,3.9,2011,125,Drama|Thriller|Comedy,4000000,27007072,Six short stories that explore the extremities of human behavior involving people in distress.
207932,Inferno,2016,2,2020-03-05,False,3.0,4659,121,Mystery|Thriller|Drama,75000000,220021259,"After waking up in a hospital with amnesia, professor Robert Langdon and a doctor must race against time to foil a deadly global plot."
570670,The Invisible Man,2020,4,2020-03-09,True,3.6,2650,124,Thriller|SciFi|Horror,7000000,130234661,"When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see."
501170,Doctor Sleep,2019,4,2020-03-22,False,3.55,2031,152,Horror|Drama|Fantasy|Thriller,45000000,72281712,"Still irrevocably scarred by the trauma he endured as a child at the Overlook, Dan Torrance has fought to find some semblance of peace. But that peace is shattered when he encounters Abra, a courageous teenager with her own powerful extrasensory gift, known as the 'shine'. Instinctively recognising that Dan shares her power, Abra has sought him out, desperate for his help against the merciless Rose the Hat and her followers."
619264,The Platform,2019,4,2020-03-28,False,3.5,3577,95,Drama|SciFi|Thriller,0,0,"A mysterious place, an indescribable prison, a deep hole. An unknown number of levels. Two inmates living on each level. A descending platform containing food for all of them. An inhuman fight for survival, but also an opportunity for solidarity…"
359724,Ford vs Ferrari,2019,4,2020-04-09,False,3.95,3242,152,Drama|Action,97600000,220803003,"American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966."
492188,Marriage Story,2019,3,2020-04-11,False,3.9,3893,137,Drama,19000000,2300000,"A stage director and an actress struggle through a grueling, coast-to-coast divorce that pushes them to their personal extremes."
595,To Kill a Mockingbird,1962,3,2020-04-12,False,4.0,1644,130,Crime|Drama,2000000,13129846,"Scout Finch, 6, and her older brother Jem live in sleepy Maycomb, Alabama, spending much of their time with their friend Dill and spying on their reclusive and mysterious neighbor, Boo Radley. When Atticus, their widowed father and a respected lawyer, defends a black man named Tom Robinson against fabricated rape charges, the trial and tangent events expose the children to evils of racism and stereotyping."
105,Back To The Future,1985,4,2020-04-19,False,4.15,13660,116,Adventure|Comedy|SciFi|Family,19000000,381109762,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985."
446159,Bacurau,2019,4,2020-04-25,False,4.05,522,132,Mystery|Western|Thriller,0,0,"Bacurau, a small town in the Brazilian sertão, mourns the loss of its matriarch, Carmelita, who lived to be 94. Days later, its inhabitants notice that their community has vanished from most maps."
331482,Little Women,2019,4,2020-05-01,False,4.0,2728,135,Drama|Romance,40000000,191540586,Four sisters come of age in America in the aftermath of the Civil War.
429617,Spider-Man: Far from Home,2019,5,2020-05-02,False,3.75,8101,129,Action|Adventure|SciFi,160000000,1131927996,"Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent."
324857,Spider-Man: Into the Spider-Verse,2018,5,2020-05-09,False,4.2,7801,117,Action|Adventure|Animation|SciFi|Comedy,90000000,375540831,"Miles Morales is juggling his life between being a high school student and being a spider-man. When Wilson ""Kingpin"" Fisk uses a super collider, others from across the Spider-Verse are transported to this dimension."
530385,Midsommar,2019,4,2020-05-17,False,3.55,2728,148,Horror|Drama|Mystery,9000000,47862188,"Several friends travel to Sweden to study as anthropologists a summer festival that is held every ninety years in the remote hometown of one of them. What begins as a dream vacation in a place where the sun never sets, gradually turns into a dark nightmare as the mysterious inhabitants invite them to participate in their disturbing festive activities."
